name,weight,price,crawllink,link,details,id,imgUrl
"Колбаса варено-копченая, любительская",,,http://health-diet.ru/base_of_food/sostav/875.php,,"{""Калорийность Ккал"": ""420"", ""Белки гр."": ""17,2"", ""Жиры гр."": ""39"", ""Углеводы гр."": ""0,2"", ""sub_cat"": ""Колбасные изделия"", ""Продукт"": ""Колбаса варено-копченая, любительская"", ""top_cat"": ""Мясо, птица и мясные продукты""}",875,
Колбаса полукопченая одесская,,,http://health-diet.ru/base_of_food/sostav/539.php,,"{""Калорийность Ккал"": ""402"", ""Белки гр."": ""14,8"", ""Жиры гр."": ""38,1"", ""Углеводы гр."": ""0,3"", ""sub_cat"": ""Колбасные изделия"", ""Продукт"": ""Колбаса полукопченая одесская"", ""top_cat"": ""Мясо, птица и мясные продукты""}",539,
"Молоко сгущеное, стерилизованное отборное",,,http://health-diet.ru/base_of_food/sostav/1062.php,,"{""Калорийность Ккал"": ""75,1"", ""Белки гр."": ""3"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Молоко сгущеное, стерилизованное отборное"", ""top_cat"": ""Молоко и молочные продукты""}",1062,
"Молоко сгущеное, стерилизованное, нежирное",,,http://health-diet.ru/base_of_food/sostav/1406.php,,"{""Калорийность Ккал"": ""71"", ""Белки гр."": ""6,6"", ""Жиры гр."": ""0,2"", ""Углеводы гр."": ""10,8"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Молоко сгущеное, стерилизованное, нежирное"", ""top_cat"": ""Молоко и молочные продукты""}",1406,
"Молоко сухое «Смоленское», 15,0% жирности",,,http://health-diet.ru/base_of_food/sostav/1060.php,,"{""Калорийность Ккал"": ""432"", ""Белки гр."": ""28,5"", ""Жиры гр."": ""15"", ""Углеводы гр."": ""44,7"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Молоко сухое «Смоленское», 15,0% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1060,
"Молоко сухое цельное, 25,0% жирности",,,http://health-diet.ru/base_of_food/sostav/1058.php,,"{""Калорийность Ккал"": ""483"", ""Белки гр."": ""24,2"", ""Жиры гр."": ""25"", ""Углеводы гр."": ""39,3"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Молоко сухое цельное, 25,0% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1058,
"Молоко сухое, 25% жирности",,,http://health-diet.ru/base_of_food/sostav/1435.php,,"{""Калорийность Ккал"": ""469,2"", ""Белки гр."": ""24,2"", ""Жиры гр."": ""25"", ""Углеводы гр."": ""39,3"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Молоко сухое, 25% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1435,
"Молоко сухое, обезжиренное в герметичной упаковке",,,http://health-diet.ru/base_of_food/sostav/1059.php,,"{""Калорийность Ккал"": ""362"", ""Белки гр."": ""33,2"", ""Жиры гр."": ""1"", ""Углеводы гр."": ""52,6"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Молоко сухое, обезжиренное в герметичной упаковке"", ""top_cat"": ""Молоко и молочные продукты""}",1059,
Простокваша сублимационной сушки,,,http://health-diet.ru/base_of_food/sostav/1077.php,,"{""Калорийность Ккал"": ""75,1"", ""Белки гр."": ""3"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Консервы молочные"", ""Продукт"": ""Простокваша сублимационной сушки"", ""top_cat"": ""Молоко и молочные продукты""}",1077,
"Пшеничная мука, высшего сорта, витаминизированная",,,http://health-diet.ru/base_of_food/sostav/758.php,,"{""Калорийность Ккал"": ""334"", ""Белки гр."": ""10,3"", ""Жиры гр."": ""1,1"", ""Углеводы гр."": ""68,9"", ""sub_cat"": ""Мука"", ""Продукт"": ""Пшеничная мука, высшего сорта, витаминизированная"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",758,
"Пшеничная мука, обойная",,,http://health-diet.ru/base_of_food/sostav/294.php,,"{""Калорийность Ккал"": ""312"", ""Белки гр."": ""11,5"", ""Жиры гр."": ""2,2"", ""Углеводы гр."": ""61,5"", ""sub_cat"": ""Мука"", ""Продукт"": ""Пшеничная мука, обойная"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",294,
"Пшеничная мука, первого сорта",,,http://health-diet.ru/base_of_food/sostav/295.php,,"{""Калорийность Ккал"": ""329"", ""Белки гр."": ""11,1"", ""Жиры гр."": ""1,5"", ""Углеводы гр."": ""67,8"", ""sub_cat"": ""Мука"", ""Продукт"": ""Пшеничная мука, первого сорта"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",295,
"Пшеничная мука, первого сорта, витаминизированная",,,http://health-diet.ru/base_of_food/sostav/759.php,,"{""Калорийность Ккал"": ""331"", ""Белки гр."": ""10,6"", ""Жиры гр."": ""1,3"", ""Углеводы гр."": ""67,6"", ""sub_cat"": ""Мука"", ""Продукт"": ""Пшеничная мука, первого сорта, витаминизированная"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",759,
"Ржаная мука, обдирная",,,http://health-diet.ru/base_of_food/sostav/760.php,,"{""Калорийность Ккал"": ""298"", ""Белки гр."": ""8,9"", ""Жиры гр."": ""1,7"", ""Углеводы гр."": ""61,8"", ""sub_cat"": ""Мука"", ""Продукт"": ""Ржаная мука, обдирная"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",760,
"Ржаная мука, обойная",,,http://health-diet.ru/base_of_food/sostav/303.php,,"{""Калорийность Ккал"": ""294"", ""Белки гр."": ""10,7"", ""Жиры гр."": ""1,9"", ""Углеводы гр."": ""58,5"", ""sub_cat"": ""Мука"", ""Продукт"": ""Ржаная мука, обойная"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",303,
"Ржаная мука, сеяная",,,http://health-diet.ru/base_of_food/sostav/304.php,,"{""Калорийность Ккал"": ""305"", ""Белки гр."": ""6,9"", ""Жиры гр."": ""1,4"", ""Углеводы гр."": ""66,3"", ""sub_cat"": ""Мука"", ""Продукт"": ""Ржаная мука, сеяная"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",304,
Ячменная мука,,,http://health-diet.ru/base_of_food/sostav/458.php,,"{""Калорийность Ккал"": ""284"", ""Белки гр."": ""10"", ""Жиры гр."": ""1,6"", ""Углеводы гр."": ""56,1"", ""sub_cat"": ""Мука"", ""Продукт"": ""Ячменная мука"", ""top_cat"": ""Мука, крахмал и макаронные изделия""}",458,
"Кукуруза, зубовидная",,,http://health-diet.ru/base_of_food/sostav/751.php,,"{""Калорийность Ккал"": ""320"", ""Белки гр."": ""8,3"", ""Жиры гр."": ""4"", ""Углеводы гр."": ""61,4"", ""sub_cat"": ""Зерновые"", ""Продукт"": ""Кукуруза, зубовидная"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",751,
"Овес, зерно продовольственное",,,http://health-diet.ru/base_of_food/sostav/241.php,,"{""Калорийность Ккал"": ""316"", ""Белки гр."": ""10"", ""Жиры гр."": ""6,2"", ""Углеводы гр."": ""55,1"", ""sub_cat"": ""Зерновые"", ""Продукт"": ""Овес, зерно продовольственное"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",241,
"Просо, зерно продовольственное",,,http://health-diet.ru/base_of_food/sostav/286.php,,"{""Калорийность Ккал"": ""298"", ""Белки гр."": ""11,2"", ""Жиры гр."": ""3,9"", ""Углеводы гр."": ""54,6"", ""sub_cat"": ""Зерновые"", ""Продукт"": ""Просо, зерно продовольственное"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",286,
"Рис, зерно продовольственное",,,http://health-diet.ru/base_of_food/sostav/305.php,,"{""Калорийность Ккал"": ""303"", ""Белки гр."": ""7,5"", ""Жиры гр."": ""2,6"", ""Углеводы гр."": ""62,3"", ""sub_cat"": ""Зерновые"", ""Продукт"": ""Рис, зерно продовольственное"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",305,
Рожь молотая жареная,,,http://health-diet.ru/base_of_food/sostav/13719.php,,"{""Калорийность Ккал"": ""322"", ""Белки гр."": ""7,9"", ""Жиры гр."": ""1,7"", ""Углеводы гр."": ""68,7"", ""sub_cat"": ""Зерновые"", ""Продукт"": ""Рожь молотая жареная"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",13719,
"Рожь, зерно продовольственное",,,http://health-diet.ru/base_of_food/sostav/307.php,,"{""Калорийность Ккал"": ""283"", ""Белки гр."": ""9,9"", ""Жиры гр."": ""2,2"", ""Углеводы гр."": ""55,8"", ""sub_cat"": ""Зерновые"", ""Продукт"": ""Рожь, зерно продовольственное"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",307,
Сорго,,,http://health-diet.ru/base_of_food/sostav/376.php,,"{""Калорийность Ккал"": ""323"", ""Белки гр."": ""10,6"", ""Жиры гр."": ""4,12"", ""Углеводы гр."": ""59,6"", ""sub_cat"": ""Зерновые"", ""Продукт"": ""Сорго"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",376,
Тритикале,,,http://health-diet.ru/base_of_food/sostav/402.php,,"{""Калорийность Ккал"": ""293"", ""Белки гр."": ""12,8"", ""Жиры гр."": ""2,08"", ""Углеводы гр."": ""54,5"", ""sub_cat"": ""Зерновые"", ""Продукт"": ""Тритикале"", ""top_cat"": ""Крупы, злаки и зернобобовые""}",402,
Жир кондитерский твердый,,,http://health-diet.ru/base_of_food/sostav/13645.php,,"{""Калорийность Ккал"": ""898"", ""Белки гр."": ""0"", ""Жиры гр."": ""99,8"", ""Углеводы гр."": ""0"", ""Продукт"": ""Жир кондитерский твердый"", ""top_cat"": ""Кондитерские изделия""}",13645,
Заварные трубочки с кремом,,,http://health-diet.ru/base_of_food/sostav/991.php,,"{""Калорийность Ккал"": ""322,8"", ""Белки гр."": ""5,9"", ""Жиры гр."": ""10,2"", ""Углеводы гр."": ""55,3"", ""Продукт"": ""Заварные трубочки с кремом"", ""top_cat"": ""Кондитерские изделия""}",991,
Зефир,,,http://health-diet.ru/base_of_food/sostav/961.php,,"{""Калорийность Ккал"": ""326"", ""Белки гр."": ""0,8"", ""Жиры гр."": ""0,1"", ""Углеводы гр."": ""79,8"", ""Продукт"": ""Зефир"", ""top_cat"": ""Кондитерские изделия""}",961,
