raw_id,sqn,brand,brand_detected,product_manufacturer,weight,fat,pack,pfqn
242412,батончик мюсли радуга витаминов,Fito Fruit,True,"ООО""ПРОДИНКО""",25г,,,Батончик мюсли Fito Fruit Радуга витаминов 25г
144224,розмарин,Не Бренд,,,30г,,упак,"Розмарин 30г, упак"
52039,мандарины,Не Бренд,,,кг,,фасованные,"Мандарины фасованные, кг"
243001,кабачки печеные в т/с,Пиканта,True,"ООО ""АстраЭкоПром""",520г,,,Кабачки печеные Пиканта в т/с 520г
66403,кофе excellent молотый,Melitta,,"Melitta Kaffee GmbH, Германия",250г.,,,Кофе Excellent молотый 250г.
104634,сосиски молочные,Клинский МК,True,"ОАО ""Мясокомбинат Клинский""",530г,,,Сосиски Молочные Клинский МК 530г
140489,кефир,Б.Ю. Александров,True,ООО «РостАгроКомплекс»,500г,3.2-4.5%,,Кефир Б.Ю.Александров 3.2-4.5% 500г
23558,салат сюкрин,Не Бренд,,,,,уп,"Салат ""Сюкрин"", уп"
140512,сметана,Б.Ю. Александров,True,ООО «РостАгроКомплекс»,230г,20%,,Сметана Б.Ю.Александров 20% 230г
117133,икра минтая пробойная соленая,Путина,True,"ООО ""Путина""",130г,,ж/б,Икра минтая Путина пробойная соленая 130г ж/б
101877,продукт молокосод сгущ с сах столичная,Главпродукт,True,"ЗАО ""Верховский молочно-консервный завод""",380 г,,ж/б,Продукт молокосод. сгущ.с сах 380 г.ж/б Столичная Главпродукт
95594,икра мойвы деликатесная классическая,Русское море,True,"СП ""Санта Бремор""",165г,,,Икра мойвы Русское море деликатесная классическая 165г
168460,креветки в/м королевские с/г 40/50,Не Бренд,True,"ООО ""Вичюнай-Русь""",1кг,,,Креветки в/м королевские с/г 40/50. 1кг VICI
58178,фарш любительский охл п/ф мясной рубленый,Собственное производство,,"ООО ""О'КЕЙ""",кг,,,Фарш любительский охл П/ф мясной рубленый. кг
139398,соль морская йодир мелкая,4LIFE,True,"ООО ""Копэкер-Левашово"", Россия",500г,,,Соль 4 Life Морская йодир. мелкая 500г
244190,продукт йогур нежный с соком вишня,Campina,,"ООО ""Кампина""",100г,"1,2%",,"Продукт йогур. Нежный с соком Вишня 1,2% 100г"
197678,помидоры резаные в с/с с базиликом,POMATO,True,La Doris S.p.A.,400г,,,Помидоры Pomato резаные в с/с с базиликом 400г
245205,пастила с мармеладной прослойкой,Alela,True,"ООО ""Кондитерская фабрика ""Алела""",185г,,,Пастила Алела с мармеладной прослойкой 185г
68326,кофе нуар молотый,EGOISTE,True,Deutsche Extract Kaffee,250г,,м/у,Кофе Эгоист Нуар молотый 250г м/у
425566,сок ябл/ананас,Сады Придонья,True,"ОАО ""Сады Придонья"", Россия",1л,,т/пак,Сок Сады Придонья ябл/ананас 1л т/пак
241571,конфеты ассорти,Merci,True,AUGUST STORCK KG,400г,,,Конфеты Мерси ассорти 400г
245051,сырная тарелка №1,Вкусный стандарт,True,"ООО ""Вкусный стандарт""",185г,,,Сырная тарелка Вкусный Стандарт №1 185г
242586,фруктовая смесь,4 сезона,True,"ООО ""Хладокомбинат Западный""",300г,,,Фруктовая смесь 300г 4 Сезона
244596,мороженое ванна /грецк орех в клен сир,Вкусландия,True,"ООО ""АЙС-ФИЛИ""",450г,,пл,Мороженое Ванна  Вкусландия пл/грецк.орех .в клен.сир. 450г
237565,нектар персик с мякотью,J-7,True,"ОАО ""ВБД Напитки""",0.97л,,т/пак,Нектар J7 персик с мякотью 0.97л т/пак
169391,сыр копченый моцарелла скаморца премиум пленка,GRANABELLA,True,"ООО ""Верхний луг"", Россия",230г.,45%,вакуум,Сыр копченый Моцарелла Скаморца  премиум GRANABELLA 45% 230г. вакуум пленка
73852,огурцы отборные маринованные с пряными травами,Kuhne,True,Carl Kuhne KG (GmbH & Co),670г,,,Огурцы Кюне отборные маринованные с пряными травами 670г
192065,суп сицай морепродукты/креветки,Гермен,True,"""Фуджиан Ориентлэнд Фудз Ко., лтд""",5*12г,,,Суп Гермен Сицай морепродукты/креветки 5*12г
102811,шоколад молочный изюм/арахис/мармелад,Российский,True,,95г,,,Шоколад молочный Россия щедрая душа изюм/арахис/мармелад 95г
180144,бобы баттер сливочные,Зеленый Великан,True,Feger di Gerardo Ferraloly SPA,420г,,,Бобы Зеленый великан Баттер сливочные 420г
487056,грибы опята маринованные,Огородников,True,"Anshan J&N Foods Co., Ltd.",310мл,,,Грибы Опята Огородников маринованные 310мл
207959,приправа перец красный,Kotanyi,True,Котани,25г,,,Приправа Kotanyi Перец Красный 25г
104917,приправа кислота лимонная,Добрый гном,True,"ООО ""КАРЕ""",20г,,,Приправа Добрый гном Кислота лимонная 20г
243861,маффины классические с кусочками шоколада,Dr.Oetker,True,Dr. August Oetker,370г,,,Маффины классические Dr.Oetker с кусочками шоколада 370г
44718,груша пакхам,Не Бренд,,,кг,,,"Груша Пакхам, кг"
199620,макароны конкилье ригате,Barilla,True,,500г,,,Макароны Barilla Конкилье Ригате 500г
197356,вода s pellegrino мин газ природ стол,Ленмикс San Pellegrino,,Sanpellegrino S.P.A.,0.5л,,пэт,Вода S.Pellegrino мин.газ.природ.стол.0.5л ПЭТ
242425,чай черн смородина,Принцесса Нури,True,"ООО ""НЕП"", Россия",,,25пак.,Чай Принцесса Нури Черн.Смородина 25пак.
243291,феттучини с морепродуктами в соусе неаполитано,Не Бренд,True,"ООО ""ТК ""Мираторг""",600г,,,Феттучини с морепродуктами в соусе Неаполитано 600г Vитамин
105358,конфеты а темный с лесным орехом,Коркунов,True,,190г,,,Конфеты А.Коркунов темный с лесным орехом 190г
244459,творог зернен сливки б/наполнителя,Савушкин,True,"ОАО ""Савушкин продукт""",250г,5%,,Творог зернен 5% 101 Зерно+Сливки б/наполнителя 250г
244895,напиток шоколадный быстрорастворимый,Nesquick,True,"ООО""Нестле Россия""",1000г,,пакет,Напиток шоколадный Несквик быстрорастворимый 1000г пакет
